id,version_status,organism_name,annotation_provider,annotation_date
GCF_004010815.2,suppressed,Aphis gossypii,NCBI RefSeq,2019/02/06
GCF_024172565.1,suppressed,Staphylococcus xylosus,NCBI RefSeq,2022/07/07
GCF_024173335.1,suppressed,Klebsiella quasipneumoniae,NCBI RefSeq,2023/09/09
GCF_024173545.1,suppressed,Enterobacter roggenkampii,NCBI RefSeq,2023/09/09
GCF_024173745.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/09/01
GCF_030346995.1,replaced,Escherichia coli O78:H4,NCBI RefSeq,2023/06/28
GCF_028885795.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/06/28
GCF_030348385.1,suppressed,Cytobacillus sp. NJ13,NCBI RefSeq,2023/06/28
GCF_029958525.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958625.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958725.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958825.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958505.2,suppressed,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958605.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_948565285.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/03
GCF_029958445.2,suppressed,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_030376745.1,suppressed,Geobacillus stearothermophilus,NCBI RefSeq,2023/07/01
GCF_024259585.1,suppressed,Acinetobacter baumannii,NCBI RefSeq,2022/07/14
GCF_024259135.1,suppressed,Acinetobacter baumannii,NCBI RefSeq,2022/07/14
GCF_024259205.1,suppressed,Acinetobacter baumannii,NCBI RefSeq,2022/07/14
GCF_013296605.1,suppressed,Clostridium beijerinckii,NCBI RefSeq,2023/07/24
GCF_037081965.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/05
GCF_030369215.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/06/29
GCF_024450395.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450525.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450585.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450735.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450635.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450835.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024451805.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024454625.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/09
GCF_024450665.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024451775.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024460155.1,suppressed,Blautia hominis,NCBI RefSeq,2023/08/10
GCF_024462395.1,suppressed,Agathobaculum butyriciproducens,NCBI RefSeq,2023/03/26
GCF_024380335.1,suppressed,Escherichia coli,NCBI RefSeq,2023/08/08
GCF_024391055.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2023/08/08
GCF_024413175.1,suppressed,Pseudomonas syringae,NCBI RefSeq,2023/12/11
GCF_024413245.1,suppressed,Pseudomonas syringae,NCBI RefSeq,2023/12/11
GCF_024435075.1,replaced,Marinomonas maritima,NCBI RefSeq,2022/07/29
GCF_024442095.1,suppressed,Staphylococcus xylosus,NCBI RefSeq,2022/07/29
GCF_024515755.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/18
GCF_037987145.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987015.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037986745.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037986825.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987235.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037986955.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037986935.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_038020335.1,suppressed,Salmonella enterica subsp. enterica serovar Infantis,NCBI RefSeq,2024/04/09
GCF_038020255.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_030376845.1,suppressed,Geobacillus stearothermophilus,NCBI RefSeq,2023/07/01
GCF_024450385.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024454035.1,suppressed,Corynebacterium pseudogenitalium,NCBI RefSeq,2023/12/11
GCF_024450685.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450605.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450545.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450725.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024448025.1,suppressed,Clostridium perfringens,NCBI RefSeq,2023/08/09
GCF_024451185.1,suppressed,Clostridioides difficile,NCBI RefSeq,2022/07/29
GCF_024450335.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450815.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024450825.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024461995.1,suppressed,Blautia producta,NCBI RefSeq,2023/08/25
GCF_024460135.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2023/08/25
GCF_024460435.1,suppressed,Lacrimispora saccharolytica,NCBI RefSeq,2022/07/30
GCF_024391105.1,suppressed,Lactiplantibacillus plantarum,NCBI RefSeq,2023/08/08
GCF_024396695.1,suppressed,Acidithiobacillus sp. YTS05,NCBI RefSeq,2023/08/08
GCF_024390845.1,suppressed,Mycobacteroides abscessus,NCBI RefSeq,2023/09/01
GCF_024422955.1,suppressed,Staphylococcus xylosus,NCBI RefSeq,2022/07/29
GCF_024450325.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024505225.1,suppressed,Vibrio parahaemolyticus,NCBI RefSeq,2022/08/02
GCF_024509555.1,suppressed,Streptococcus suis,NCBI RefSeq,2023/08/18
GCF_024516255.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/08/18
GCF_037832925.1,suppressed,Vibrio paracholerae,NCBI RefSeq,2024/04/05
GCF_030865845.1,suppressed,Neisseria gonorrhoeae,NCBI RefSeq,2023/08/25
GCF_037987285.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987205.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987405.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037968355.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2024/04/08
GCF_037987615.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987465.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987425.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987985.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987575.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987865.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987935.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990775.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987845.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990635.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990875.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037988105.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037988165.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990675.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990835.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990925.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037990895.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_038074495.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072365.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072175.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073225.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073025.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072725.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073125.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073105.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072155.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038071815.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073285.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073875.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074075.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072235.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072855.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072875.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073495.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074275.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074465.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074015.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073515.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073835.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073365.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074295.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073345.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072795.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074355.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072005.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073855.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073955.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072195.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072945.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073145.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038073435.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038072355.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_038074135.1,suppressed,Escherichia coli,NCBI RefSeq,2024/04/12
GCF_030348735.1,suppressed,Bacillus pumilus,NCBI RefSeq,2023/06/28
GCF_948841165.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/03
GCF_949071465.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/03
GCF_948752415.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/03
GCF_948626385.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/03
GCF_029958465.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958765.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_029958745.2,replaced,Treponema pallidum,NCBI RefSeq,2023/07/01
GCF_948606975.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/03
GCF_036595795.1,suppressed,Sulfitobacter pontiacus,NCBI RefSeq,2024/04/05
GCF_036871055.1,suppressed,Halomonas salifodinae,NCBI RefSeq,2024/04/05
GCF_037986805.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987375.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_037987345.1,suppressed,Limosilactobacillus fermentum,NCBI RefSeq,2024/04/08
GCF_038020145.1,suppressed,Salmonella enterica subsp. enterica serovar Infantis,NCBI RefSeq,2024/04/09
GCF_038020165.1,suppressed,Salmonella enterica subsp. enterica serovar Infantis,NCBI RefSeq,2024/04/09
GCF_038006325.1,suppressed,Listeria sp. FSL L8-0308,NCBI RefSeq,2024/04/08
GCF_024427065.1,suppressed,Klebsiella quasipneumoniae,NCBI RefSeq,2023/08/09
GCF_024450345.1,suppressed,Escherichia coli,NCBI RefSeq,2023/08/09
GCF_024450805.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024451105.1,suppressed,Stutzerimonas stutzeri,NCBI RefSeq,2023/02/11
GCF_024450625.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024451765.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024451845.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/08
GCF_024462365.1,suppressed,Agathobaculum butyriciproducens,NCBI RefSeq,2023/03/26
GCF_024460835.1,suppressed,Blautia producta,NCBI RefSeq,2023/08/10
GCF_024505325.1,suppressed,Vibrio parahaemolyticus,NCBI RefSeq,2022/08/02
GCF_024505265.1,suppressed,Vibrio parahaemolyticus,NCBI RefSeq,2022/08/02
GCF_024515655.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/18
GCF_024508375.1,replaced,Streptomyces justiciae,NCBI RefSeq,2022/08/04
GCF_024385565.1,suppressed,Propionibacterium freudenreichii,NCBI RefSeq,2023/08/08
GCF_024390245.1,suppressed,Mycobacteroides abscessus,NCBI RefSeq,2023/09/01
GCF_024385205.1,suppressed,Escherichia coli,NCBI RefSeq,2023/08/08
GCF_024459915.1,suppressed,Clostridium sp. SL.3.18,NCBI RefSeq,2022/07/30
GCF_024463215.1,suppressed,Mordavella massiliensis,NCBI RefSeq,2023/03/26
GCF_024497715.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/15
GCF_024329105.1,suppressed,Cutibacterium acnes,NCBI RefSeq,2023/07/30
GCF_024356885.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2022/07/21
GCF_024357225.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/07/30
GCF_024331375.1,replaced,Escherichia coli,NCBI RefSeq,2022/07/21
GCF_024331585.1,replaced,Escherichia coli,NCBI RefSeq,2022/07/21
GCF_024355425.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/07/30
GCF_948966335.1,suppressed,uncultured Escherichia sp.,NCBI RefSeq,2023/07/04
GCF_024357025.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/07/30
GCF_024356745.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/07/30
GCF_024345855.1,suppressed,Synechococcus sp. GreenBA-s,NCBI RefSeq,2022/09/26
GCF_024329775.1,replaced,Escherichia coli,NCBI RefSeq,2022/07/21
GCF_024391065.1,suppressed,Lactiplantibacillus plantarum,NCBI RefSeq,2023/08/08
GCF_024391155.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/08
GCF_024391145.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/08
GCF_024497335.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/15
GCF_024497355.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/15
GCF_024496755.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/15
GCF_024505605.1,suppressed,Weissella confusa,NCBI RefSeq,2022/08/02
GCF_024519375.1,suppressed,Klebsiella sp. KJ_S1,NCBI RefSeq,2022/08/04
GCF_024495135.1,suppressed,Bacillus cereus,NCBI RefSeq,2023/08/15
GCF_024495535.1,suppressed,Vibrio parahaemolyticus,NCBI RefSeq,2022/08/01
GCF_024169485.1,suppressed,Paraburkholderia sediminicola,NCBI RefSeq,2022/07/06
GCF_024169685.1,suppressed,Pantoea agglomerans,NCBI RefSeq,2022/07/06
GCF_948675255.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/07
GCF_948672315.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/08
GCF_948535965.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/08
GCF_949050715.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/08
GCF_948986205.1,suppressed,uncultured Prevotella sp.,NCBI RefSeq,2023/07/10
GCF_024509565.1,suppressed,Streptococcus suis,NCBI RefSeq,2022/08/04
GCF_024509525.1,suppressed,Streptococcus suis,NCBI RefSeq,2022/08/04
GCF_024516485.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/08/18
GCF_024583095.1,suppressed,Streptococcus suis,NCBI RefSeq,2022/08/08
GCF_024594535.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594715.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594825.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594035.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594015.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594505.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594215.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024548585.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/20
GCF_024548065.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/20
GCF_024548185.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/08/20
GCF_024592085.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590815.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591935.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592035.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590665.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590895.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592425.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590715.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590695.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592335.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590735.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591955.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592255.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590965.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024593935.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592275.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024589955.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590915.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591095.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591695.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590875.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592415.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591265.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590755.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591665.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590955.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591345.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592365.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590615.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024589905.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024590115.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024539835.1,suppressed,Corynebacterium amycolatum,NCBI RefSeq,2022/08/05
GCF_024593965.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594065.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594655.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593875.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594695.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592725.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593235.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593115.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593615.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592775.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593015.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593255.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592915.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592995.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592895.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024592845.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593535.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593335.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594775.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593895.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594675.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594425.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024594295.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593855.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024593955.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024590335.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024590415.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024590215.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024590065.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024623575.1,replaced,Microbacterium sp. zg-YB36,NCBI RefSeq,2023/06/18
GCF_024656045.1,suppressed,Aeromonas salmonicida,NCBI RefSeq,2023/03/26
GCF_024654655.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024654745.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024654835.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024654825.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024655185.1,suppressed,Escherichia coli,NCBI RefSeq,2023/09/01
GCF_024700745.1,replaced,Escherichia coli,NCBI RefSeq,2022/08/16
GCF_024700875.1,replaced,Escherichia coli,NCBI RefSeq,2022/08/16
GCF_024700835.1,replaced,Escherichia coli,NCBI RefSeq,2022/08/16
GCF_024720035.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024720135.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719635.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719245.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719355.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024720065.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024718835.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024718625.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719105.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024718655.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719165.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719695.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719925.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719585.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024718795.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024719835.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024716555.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024717375.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024716475.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024716975.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2022/08/20
GCF_024754225.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024753805.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024754185.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024755165.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024753605.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024755365.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024754125.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024754245.1,suppressed,Escherichia coli,NCBI RefSeq,2022/08/29
GCF_024759685.1,suppressed,Bacteroides fragilis,NCBI RefSeq,2022/08/30
GCF_024760025.1,suppressed,Bacteroides fragilis,NCBI RefSeq,2022/08/30
GCF_024760265.1,suppressed,Bacteroides fragilis,NCBI RefSeq,2022/08/30
GCF_024758965.1,suppressed,Parabacteroides distasonis,NCBI RefSeq,2022/08/30
GCF_024802605.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2023/12/11
GCF_024590285.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024590315.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/08/10
GCF_024590655.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024592305.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591135.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591375.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591035.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
GCF_024591505.1,suppressed,[Clostridium] innocuum,NCBI RefSeq,2022/08/10
